Designator,Mid X,Mid Y,Rotation,Layer
J1,122.25,-98.75,22.5,top
J2,99.0,-89.233,270.0,top
J3_3,145.475,-108.267,90.0,top
J3_2,145.475,-108.267,90.0,top
J3,145.475,-108.267,90.0,top
