Designator,Mid X,Mid Y,Rotation,Layer
J1,145.5,-90.45,0.0,bottom
J2,132.8,-95.5,180.0,bottom
J3,139.25,-72.575,22.5,top
J4,145.5,-54.86,180.0,bottom
J5,132.9,-49.81,0.0,bottom
